"plotID","siteID","plant_SR_400","plant_H_400","tree_SR_400","tree_H_400","CHM_nni_3_2512m2","pc_skew_DBH_2512m2","z_ent1_ent2_2512m2","z_1m_mode_mean_2512m2","pc_ent1_01_2512m2","z_cc_1_3_2512m2","MAT","AET","MTCM","alpha","TSeas","PSeas","latitude","longitude"
"GUAN_001","GUAN",64,2.458,14,1.776,-1.93639880405872,0.599,1.90102351009995,6.632,0.910618501875751,0.959924146431099,261,1033,-240,38.3061689188818,3545.57058862846,49.9089697728573,17.972768,-66.851235
"GUAN_002","GUAN",52,1.13,21,2.124,-1.91914369104673,0.259,1.88232496183974,4.325,0.86102013765093,0.961859148251886,265,844,-244.333333333333,46.672584736966,3549.45315084366,49.9089697728573,17.970458,-66.825967
"GUAN_003","GUAN",50,2.295,15,2.25,-1.90259658384124,0.768,1.87344320840999,4.905,0.874999999333457,0.942403780512018,261,1054,-240,37.4629085698135,3546.54057841887,49.9089697728573,17.973138,-66.861701
"GUAN_004","GUAN",60,1.944,18,2.168,-1.7497420439748,0.556,1.99894074108986,4.384,0.885987923983403,0.859000018930229,261,1033,-240,38.3061689188818,3545.57058862846,49.9089697728573,17.969254,-66.85267
"GUAN_005","GUAN",55,2.015,17,2.241,-1.86597944701694,1.294,1.98841676825543,4.286,0.888975745799202,0.953132597138867,259,1120,-239,33.8691718364549,3545.89387039952,49.9089697728573,17.968745,-66.88045
"GUAN_006","GUAN",77,2.874,16,2.318,-1.91138426989291,0.785,1.92746055203384,4.95,0.890964247442238,0.939466575608705,265,901,-243.666666666667,44.2218763326681,3548.48185919032,50.8911271725982,17.964057,-66.8751
"GUAN_007","GUAN",45,1.869,15,2.186,-1.99750785989509,0.417,1.75599892334324,7.351,0.901835282549118,0.990563525261335,261,1033,-240,38.3061689188818,3545.57058862846,49.9089697728573,17.972832,-66.857711
"GUAN_008","GUAN",55,2.289,16,2.39,-1.60835794667036,0.624,2.06123033181506,3.165,0.883993210988046,0.817098952743331,267,762,-246,49.3465971186166,3550.74888252642,49.9089697728573,17.965762,-66.832036
"GUAN_009","GUAN",39,1.835,8,1.722,-1.92300351020932,0.481,1.77998447325726,4.887,0.874000001460511,0.952160026760313,260,1069,-240,36.5967124731845,3546.86400469203,48.9247735427889,17.97943,-66.867833
"GUAN_010","GUAN",46,1.712,10,1.528,-1.6528568368335,1.138,1.88035254273261,3.048,0.911586811995017,0.906895133114078,260,1063,-240,37.4629085698135,3546.54057841887,49.9089697728573,17.972442,-66.871318
"GUAN_011","GUAN",53,2.625,25,2.574,-1.41922902983574,0.768,2.14709397277852,2.326,0.909648569200916,0.735284571727189,260,1069,-240,36.5967124731845,3546.86400469203,48.9247735427889,17.97511,-66.867035
"GUAN_012","GUAN",52,2.122,19,2.322,-1.65528521358056,0.67,1.8704793452904,3.717,0.890964247442238,0.866999819299242,268,726,-247,50.3124084994811,3549.45315084366,52.8488722726143,17.951583,-66.899037
"GUAN_013","GUAN",29,1.71,11,1.798,-1.54989408223034,1.228,2.10369469445845,2.942,0.847167046491238,0.779620981231233,267,750,-246,49.8362931396472,3550.74888252642,49.9089697728573,17.963662,-66.837731
"GUAN_014","GUAN",58,2.672,10,1.751,-1.51469689574404,1.062,1.98745816430221,3.123,0.796889291965224,0.615364348966792,270,643,-249,52.5084788294737,3551.72118883418,51.8711318976614,17.955704,-66.852256
"GUAN_015","GUAN",60,2.377,23,2.689,-1.98962213561846,0.103,1.97207911721764,4.549,0.871000366799949,0.987721945752985,261,1046,-240,38.3061689188818,3546.54057841887,48.9247735427889,17.976917,-66.861918
"GUAN_016","GUAN",42,2.136,10,2.09,-1.96625561543301,0.016,1.80294059903619,5.088,0.873000031037296,0.974374133413805,261,1056,-240,37.4629085698135,3546.54057841887,49.9089697728573,17.967958,-66.884679
"GUAN_017","GUAN",39,1.821,15,2.05,-1.85699590339932,1.016,1.96725756580974,3.921,0.885987923983403,0.955076002271446,267,750,-246,49.8362931396472,3550.74888252642,49.9089697728573,17.965519,-66.835162
"GUAN_018","GUAN",71,2.938,18,2.312,-1.91235697917872,1.38,1.8990587320351,4.989,0.874000001460511,0.947288709736929,261,1054,-240,37.4629085698135,3546.54057841887,49.9089697728573,17.971776,-66.861999
"GUAN_019","GUAN",43,1.951,19,2.002,-1.84599999124342,1.336,2.03499065637868,3.333,0.867003501760893,0.975332154798617,264,901,-243,44.2218763326681,3547.83457271471,50.8911271725982,17.966255,-66.876783
"GUAN_020","GUAN",54,2.671,11,1.871,-1.37833255219757,0.381,2.01702654554981,2.552,0.813840572035911,0.511647193860835,268,726,-247,50.3124084994811,3549.45315084366,52.8488722726143,17.954237,-66.892766
"GUAN_021","GUAN",66,2.543,NA,NA,-1.65854254985422,1.089,1.9527501481995,4.101,0.788348890882943,0.7592126791343,267,724,-246,50.3124084994811,3550.10092005131,50.8911271725982,17.965896,-66.844767
"GUAN_022","GUAN",59,2.262,NA,NA,-1.62092225764756,0.726,2.03121913993691,2.948,0.886984478143228,0.854000486329422,269,675,-248,51.6648822324576,3551.39703836892,50.8911271725982,17.957936,-66.833839
"GUAN_023","GUAN",68,2.614,NA,NA,-1.6120128047415,1.296,2.01037719775149,3.366,0.849133540800134,0.845005105054369,264,900,-243,44.863363974118,3548.80557480365,48.9247735427889,17.983632,-66.879113
"GUAN_024","GUAN",66,2.776,NA,NA,-1.79721413145682,0.65,1.94304419408886,4.438,0.881996675550634,0.885983619253261,268,723,-247,50.3124084994811,3550.42487712419,51.8711318976614,17.961653,-66.900614
"GUAN_042","GUAN",68,2.644,NA,NA,-1.90455439844546,0.93,1.92160028711949,4.88,0.90575336664398,0.962825716844995,261,1054,-240,37.4629085698135,3546.54057841887,49.9089697728573,17.970725,-66.863969
"GUAN_043","GUAN",60,2.469,10,1.756,-1.98608321804047,0.543,1.78597655761171,5.93,0.86102013765093,0.982018711532696,260,1063,-240,37.4629085698135,3546.54057841887,49.9089697728573,17.968869,-66.867682
"GUAN_048","GUAN",54,2.023,10,2.063,-1.79228862013274,1.273,1.90593169544611,4.389,0.875999976072354,0.882988937592309,261,1054,-240,37.4629085698135,3546.54057841887,49.9089697728573,17.96911,-66.864276
"HARV_001","HARV",31,1.619,4,0.952,-1.98163046553044,-0.217,1.73800000047345,14.35,0.926830954647884,0.982018711532696,95,778,77,20.2536812129664,8903.50410538597,7.41430163971321,42.424246,-72.258285
"HARV_002","HARV",30,2.089,6,1.356,-1.99314011955866,-0.218,1.76099764084507,14.975,0.90477589122366,0.984873636402857,93,777,80,20.2536812129664,8930.03604451188,8.37081247167722,42.477231,-72.259454
"HARV_004","HARV",48,2.495,8,1.886,-2.00011250759454,-1.315,1.73300005675752,23.529,0.896909478597316,0.993398263224452,94,778,78,20.2536812129664,8907.04954798388,7.41430163971321,42.426877,-72.227953
"HARV_005","HARV",46,2.47,7,1.508,-1.99837741414213,-0.936,1.59864127463247,18.374,0.911586811995017,0.989617086801367,96,776,78,21.1713142401809,8960.8172137454,7.41430163971321,42.489469,-72.275158
"HARV_006","HARV",15,0.991,5,1.337,-1.99314011955866,-0.631,1.69801615684377,15.06,0.846185688455079,0.983922724116561,96,781,76,20.2536812129664,8913.24827115379,7.41430163971321,42.401928,-72.2527
"HARV_008","HARV",38,2.073,3,0.274,-2.00011250759454,-1.257,1.56325892088791,20.191,0.915443101362593,0.995284233702655,92,775,80,19.3567559197581,8899.06891733835,7.41430163971321,42.444557,-72.226082
"HARV_010","HARV",34,1.992,5,0.983,-1.99576474937312,0.121,1.73300005675752,13.046,0.931486762130563,0.986773251471373,95,778,77.5,20.2536812129664,8918.55557551818,7.41430163971321,42.424891,-72.256376
"HARV_011","HARV",47,1.602,11,1.972,-1.98073607088407,-1.318,1.57404100818821,20.008,0.918316540638674,0.979157288068742,92,775,81,19.3567559197581,8903.50410538597,7.41430163971321,42.455924,-72.238278
"HARV_012","HARV",31,2.314,4,0.549,-1.98073607088407,-0.524,1.56521726973277,15.939,0.854069832186886,0.967649036981094,93,775,79,20.2536812129664,8898.18142889475,7.41430163971321,42.429486,-72.239802
"HARV_013","HARV",53,2.313,3,0.485,-1.98341542203667,-1.774,1.67605813688024,20.723,0.883993210988046,0.979157288068742,96,779,76,20.2536812129664,8901.73048119072,8.37081247167722,42.392611,-72.253227
"HARV_014","HARV",33,2.085,5,1.021,-1.97624509322859,-1.976,1.59568267176275,22.919,0.841299429509033,0.975332154798617,95,778,78,20.2536812129664,8939.73025214244,8.37081247167722,42.471449,-72.265709
"HARV_015","HARV",44,2.153,7,1.576,-2.00356656558331,-0.878,1.72300099099572,13.273,0.896909478597316,0.996226050568607,85,760,88,18.4817037415452,8883.07118914019,7.41430163971321,42.538822,-72.182055
"HARV_016","HARV",82,1.968,9,1.632,-1.99924563088754,-0.028,1.89119126347988,15.41,0.961511227072153,0.993398263224452,92,773,81,20.2536812129664,8907.93553215316,7.41430163971321,42.45847,-72.231992
"HARV_017","HARV",38,2.222,5,1.143,-2.00011250759454,-0.723,1.61543762788046,15.089,0.873000031037296,0.990563525261335,94,777,79,20.2536812129664,8937.08820239228,7.41430163971321,42.481741,-72.26708
"HARV_018","HARV",41,2.255,NA,NA,-1.98252358386758,-0.784,1.55348119823072,19.632,0.856051455750525,0.972456037166237,94,778,78,20.2536812129664,8907.04954798388,7.41430163971321,42.432275,-72.232028
"HARV_020","HARV",75,2.838,6,1.733,-1.99750785989509,-1.39,1.70700772738828,23.396,0.898883265173787,0.988669892252847,92,774,80,19.3567559197581,8893.74173512883,7.41430163971321,42.436756,-72.228878
"HARV_021","HARV",36,2.338,4,1.074,-1.94866373064372,-0.799,1.81290809097358,16.271,0.932411149830356,0.95604682650269,95,778,78,20.2536812129664,8928.27148603578,7.41430163971321,42.4514,-72.2501
"HARV_022","HARV",29,1.9,6,1.208,-1.98430597625188,-0.393,1.68703280506111,20.433,0.926830954647884,0.981065619928492,95,773,78,20.2536812129664,8909.7070483891,8.37081247167722,42.434188,-72.198776
"HARV_023","HARV",57,2.228,8,0.966,-1.76022263846673,0.07,1.52623585722703,13.084,0.915443101362593,0.816105738340773,97,777,76,21.1713142401809,8913.24827115379,7.41430163971321,42.414919,-72.228418
"HARV_024","HARV",38,2.373,1,0,-1.66844801450208,0.892,2.12370521395713,4.61,0.890964247442238,0.801247228916407,95,775,78,21.1713142401809,8935.32607502057,8.37081247167722,42.459993,-72.25087
"HARV_025","HARV",66,2.478,9,1.953,-2.00270507309595,-0.602,1.64519175760711,18.217,0.924953296694098,0.994341636607249,94,777,79,20.2536812129664,8937.08820239228,7.41430163971321,42.475428,-72.273927
"HARV_026","HARV",37,2.381,9,1.975,-1.97894346846629,-0.947,1.55250473841405,21.272,0.902816808471839,0.972456037166237,95,778,77,20.2536812129664,8905.27712777557,7.41430163971321,42.412057,-72.246527
"HARV_027","HARV",81,2.99,8,1.848,-2.00270507309595,-0.615,1.71300416986662,23.055,0.912553462850468,0.994341636607249,95,778,77,20.2536812129664,8918.55557551818,7.41430163971321,42.43035,-72.253258
"HARV_028","HARV",35,2.718,NA,NA,-1.9966369707491,-1.433,1.6780528038023,19.956,0.874000001460511,0.990563525261335,95,778,78,20.2536812129664,8907.93553215316,8.37081247167722,42.431817,-72.225087
"HARV_029","HARV",28,2.56,NA,NA,-1.972629758443,-1.351,1.24209137399883,19.997,0.841299429509033,0.975332154798617,93,775,80,20.2536812129664,8920.32346757279,7.41430163971321,42.466458,-72.237434
"HARV_030","HARV",38,2.391,NA,NA,-1.96808287095136,0.641,1.76199729996267,11.266,0.90575336664398,0.962825716844995,97,776,76,21.1713142401809,8917.67140261505,7.41430163971321,42.423045,-72.218966
"HARV_031","HARV",49,1.561,NA,NA,-1.96074523752965,0.434,1.89512664991322,10.27,0.913518418304997,0.961859148251886,95,778,78,20.2536812129664,8939.73025214244,8.37081247167722,42.467507,-72.260079
"HARV_033","HARV",27,2.06,NA,NA,-2.00184223107286,-1.913,1.518489689505,23.19,0.836450996302314,0.995284233702655,85,760,88,18.4817037415452,8883.07118914019,7.41430163971321,42.538302,-72.175607
"HARV_034","HARV",26,2.01,NA,NA,-1.97353545400931,-0.042,1.72100140310438,15.442,0.93790812713903,0.992454117528938,85,760,88,18.4817037415452,8883.07118914019,7.41430163971321,42.535686,-72.177968
"HARV_035","HARV",15,0.89,NA,NA,-2.00528549315751,-0.766,1.77399037161709,16.09,0.852092093391913,0.997167083295687,85,760,88,18.4817037415452,8883.07118914019,7.41430163971321,42.539966,-72.178072
"HARV_058","HARV",45,2.76,NA,NA,-1.97353545400931,-0.965,1.69801615684377,15.964,0.915443101362593,0.986773251471373,95,775,78,21.1713142401809,8938.84972112377,8.37081247167722,42.469743,-72.25227
"HARV_059","HARV",57,2.379,NA,NA,-1.95704824631424,-0.625,1.72100140310438,18.94,0.901835282549118,0.945336333226067,97,776,77,21.1713142401809,8955.55372843055,7.41430163971321,42.480806,-72.275442
"HARV_063","HARV",85,2.066,NA,NA,-1.91430006072159,-0.574,1.67107300982219,17.083,0.93790812713903,0.916810071000353,93,774,80,20.2536812129664,8904.39069183,7.41430163971321,42.444983,-72.22125
"HEAL_025","HEAL",30,2.082,2,0.385,-1.42690975148309,0.917,1.98362066696151,4.618,0.688358678456827,0.455023869729348,-30,346,229,27.9999955760246,11079.3738415775,71.7783058499913,63.87307,-149.287886
"HEAL_027","HEAL",31,1.911,NA,NA,-1.53654095196871,0.181,1.85068143272245,5.992,0.768976246678651,0.588012138492471,-31,343,229,28.9990078490779,11070.4468442219,70.8653902944529,63.867913,-149.2557
"HEAL_028","HEAL",35,2.47,NA,NA,-1.49741526120929,0.465,1.88331088584149,5.351,0.739500818778866,0.529026556226754,-31,344,229,28.9990078490779,11071.7880009368,70.8653902944529,63.871278,-149.265115
"HEAL_029","HEAL",34,2.361,NA,NA,-1.44645437541103,0.577,1.8208748979202,5.121,0.740837623113248,0.529734260939696,-31,343,229,28.9990078490779,11070.4468442219,70.8653902944529,63.869787,-149.256455
"JERC_001","JERC",109,2.968,NA,NA,-1.70377673080885,-0.699,1.6780528038023,17.281,0.829735516138436,0.689793971597842,187,1107,-44,27.0003001289592,6342.91272636692,23.0284689574694,31.195474,-84.476331
"JERC_002","JERC",103,2.975,NA,NA,-1.76695113126908,-1.216,1.34802308900624,23.044,0.738173884952795,0.74098725005813,186,1106,-44,27.0003001289592,6339.44415957422,24.0213548546958,31.194058,-84.461542
"JERC_003","JERC",122,2.941,NA,NA,-1.94396734261466,-0.401,1.85662759571663,15.647,0.929631139678761,0.930628577527752,187,1107,-44,27.0003001289592,6342.91272636692,24.0213548546958,31.194651,-84.472098
"JERC_005","JERC",93,2.813,NA,NA,-1.72089509770261,-1.233,1.4638485593089,20.321,0.762872772554329,0.722084591055258,186,1108,-43,27.0003001289592,6337.71080985896,23.0284689574694,31.195139,-84.452009
"JERC_006","JERC",106,2.734,NA,NA,-1.62621006457255,-0.593,1.55152852174499,15.213,0.77366961011603,0.633698873025013,187,1106,-44,27.0003001289592,6339.44415957422,24.0213548546958,31.188338,-84.454487
"JERC_007","JERC",109,3.057,1,0,-1.58988695058186,-1.056,1.74799984705324,19.632,0.785009268380223,0.598329064510843,187,1107,-44,27.0003001289592,6342.91272636692,23.0284689574694,31.198632,-84.476315
"JERC_008","JERC",109,3.029,NA,NA,-1.73844877615447,-0.635,1.63923059742919,16.78,0.821241983501299,0.748631118021173,186,1108,-43,27.0003001289592,6337.71080985896,23.0284689574694,31.195154,-84.450932
"JERC_009","JERC",109,2.606,NA,NA,-1.61348416734381,-1.105,1.518489689505,19.364,0.754043471631171,0.626138292917708,186,1108,-43,27.0003001289592,6337.71080985896,23.0284689574694,31.194279,-84.455589
"JERC_010","JERC",99,3.381,NA,NA,-1.89572346307112,0.266,1.59568267176275,11.569,0.836450996302314,0.882988937592309,186,1105,-44,27.0003001289592,6348.12024093595,23.0284689574694,31.209229,-84.470521
"JERC_011","JERC",97,3.134,NA,NA,-1.66761493115674,-1.012,1.52236055950244,21.531,0.778462823213961,0.652526772086254,187,1107,-44,27.0003001289592,6339.44415957422,24.0213548546958,31.185207,-84.468204
"JERC_013","JERC",90,3.326,NA,NA,-1.63002826501923,-0.451,1.73900000000463,15.18,0.794298725582046,0.649067262886628,187,1107,-44,27.0003001289592,6335.11195313359,24.0213548546958,31.178727,-84.468741
"JERC_015","JERC",121,3.172,NA,NA,-1.7163466716305,-1.158,1.47431378874142,20.457,0.754043471631171,0.709968204350235,187,1106,-44,27.0003001289592,6339.44415957422,24.0213548546958,31.190611,-84.454221
"JERC_016","JERC",77,2.835,NA,NA,-1.98430597625188,-0.67,1.63327432506614,16.694,0.954719518402747,0.989617086801367,187,1107,-44,27.0003001289592,6335.11195313359,24.0213548546958,31.180684,-84.472088
"JERC_017","JERC",96,2.984,NA,NA,-1.52143431200315,-0.862,1.46479828596493,16.576,0.736856745268107,0.538303016521132,186,1108,-43,27.0003001289592,6337.71080985896,23.0284689574694,31.195473,-84.453453
"JERC_019","JERC",154,3.17,NA,NA,-1.53064641894094,-0.048,2.11099419312305,7.057,0.82499613234995,0.709042024530601,187,1107,-44,27.0003001289592,6339.44415957422,24.0213548546958,31.187331,-84.472213
"JERC_021","JERC",96,3.161,NA,NA,-1.64564695405823,-1.281,1.52236055950244,17.89,0.767433898715197,0.650795019080609,187,1107,-44,27.0003001289592,6335.11195313359,24.0213548546958,31.175756,-84.469063
"JERC_022","JERC",122,3.074,NA,NA,-1.54375770402169,-0.739,1.62633189218945,16.63,0.755488218110226,0.55885234919491,186,1105,-44,27.0003001289592,6348.12024093595,23.0284689574694,31.210376,-84.468464
"JERC_028","JERC",70,2.925,NA,NA,-2.00442670632081,-0.726,1.78497802949984,17.302,0.936085344082365,0.996226050568607,187,1107,-44,27.0003001289592,6335.11195313359,23.0284689574694,31.182704,-84.477998
"JERC_029","JERC",107,2.971,NA,NA,-1.52371249604352,-0.417,1.85761807637754,11.163,0.781713856603901,0.588799543906252,187,1107,-44,27.0003001289592,6340.3110679021,24.0213548546958,31.186763,-84.46438
"JERC_030","JERC",110,2.729,1,0,-1.88486455432318,-0.087,1.7629969277404,12.994,0.908677051241989,0.888976825493414,187,1107,-44,27.0003001289592,6339.44415957422,23.0284689574694,31.185097,-84.476067
"JERC_031","JERC",109,2.914,NA,NA,-1.54254388516103,-0.455,1.75399926516091,13.539,0.771310472022214,0.544822752815518,186,1105,-44,27.0003001289592,6342.91272636692,24.0213548546958,31.2036,-84.463206
"JERC_033","JERC",114,2.918,NA,NA,-1.672634156341,-0.742,1.45153291632612,19.882,0.747672302356428,0.666523306443631,186,1108,-43,27.0003001289592,6337.71080985896,23.0284689574694,31.192003,-84.456038
"JERC_034","JERC",106,3.142,NA,NA,-1.90259658384124,-0.998,1.56032313030441,21.427,0.832602618817805,0.880991752070344,186,1107,-44,27.0003001289592,6342.91272636692,23.0284689574694,31.197575,-84.491484
"JERC_035","JERC",99,3.361,NA,NA,-1.5850642092694,-0.311,1.63129003563874,14.781,0.766666855000609,0.564868553871371,187,1106,-44,27.0003001289592,6339.44415957422,24.0213548546958,31.183308,-84.454719
"JERC_036","JERC",145,3.675,NA,NA,-1.69495235715413,1.022,1.85068143272245,8.115,0.799503901529707,0.707192225980071,187,1107,-44,27.0003001289592,6339.44415957422,24.0213548546958,31.184997,-84.470422
"JERC_047","JERC",128,3.292,NA,NA,-1.85699590339932,0.715,1.78797341978733,11.451,0.82688583300318,0.848002803889342,187,1107,-44,27.0003001289592,6342.91272636692,24.0213548546958,31.198433,-84.467178
"JERC_048","JERC",125,2.783,NA,NA,-1.54989408223034,-0.183,1.40379878497332,18.043,0.727282483471038,0.55438273533002,186,1106,-44,27.0003001289592,6339.44415957422,24.0213548546958,31.196458,-84.461913
"JERC_049","JERC",114,2.638,NA,NA,-1.59547594399118,-0.519,1.55836710508128,16.235,0.768203694697171,0.590377454735971,186,1106,-44,27.0003001289592,6339.44415957422,24.0213548546958,31.196488,-84.464108
"KONZ_024","KONZ",62,2.637,2,0.637,-1.81803723682478,0.341,1.72800032944757,8.088,0.764382196402045,0.502173505871428,128,736,65,36.5967124731845,9619.61574910852,45.9611208549002,39.110903,-96.55221
"KONZ_025","KONZ",94,2.726,6,1.302,-1.86398463178317,0.263,1.88725264963832,7.607,0.880997844022568,0.832028980024067,128,733,65,37.4629085698135,9626.33532576718,45.9611208549002,39.103999,-96.596164
"KONZ_026","KONZ",71,2.953,NA,NA,-1.7621405609363,-0.162,1.93428637366902,7.457,0.908677051241989,0.785496491710491,127,735,66,36.5967124731845,9609.13762736579,46.9507302497292,39.08905,-96.57864
"KONZ_027","KONZ",87,2.249,NA,NA,-1.82102594012985,0.159,1.85761807637754,7.248,0.876999883101981,0.825054754073203,128,734,65,37.4629085698135,9621.11009404665,45.9611208549002,39.102006,-96.584621
"KONZ_028","KONZ",46,2.537,NA,NA,-1.89670723224087,-0.362,1.59568267176275,9.36,0.884990819124754,0.874997273505125,127,736,66,36.5967124731845,9615.87712100529,45.9611208549002,39.104397,-96.576047
"KONZ_029","KONZ",71,2.655,NA,NA,-1.73751464573011,0.211,1.81888383783582,5.977,0.928699953131959,0.805201668294642,128,732,65,37.4629085698135,9623.35042660446,45.9611208549002,39.098959,-96.601549
"KONZ_030","KONZ",77,2.233,NA,NA,-1.94584910265052,-0.214,1.68803095993737,8.715,0.90575336664398,0.880991752070344,127,736,66,36.5967124731845,9615.87712100529,45.9611208549002,39.103897,-96.577407
"LAJA_015","LAJA",30,0.697,6,1.61,-1.73378923326594,-0.03,1.70800703133712,7.853,0.77366961011603,0.700745157031421,268,988,-247,41.445316677533,3550.42487712419,49.9089697728573,18.034464,-67.066822
"LAJA_026","LAJA",48,1.546,6,1.105,-1.42650001036468,0.321,1.97689333078798,4.792,0.77366961011603,0.508921709116292,268,988,-247,41.445316677533,3550.42487712419,49.9089697728573,18.035563,-67.06765
"LAJA_029","LAJA",43,2.429,NA,NA,-1.82800892998389,0.778,1.86454690265094,4.877,0.906729411323008,0.888976825493414,268,988,-247,41.445316677533,3550.42487712419,49.9089697728573,18.039917,-67.069303
"LAJA_030","LAJA",42,2.739,NA,NA,-1.91235697917872,0.174,1.86751389877442,6.844,0.95038679427373,0.920766218534339,268,988,-247,41.445316677533,3550.42487712419,49.9089697728573,18.038596,-67.070394
"LENO_001","LENO",59,2.545,11,1.924,-2.00097804179177,-0.02,1.60258870136128,17.582,0.958137194820415,0.990563525261335,190,1127,-43,25.0126291885095,6698.15771229588,19.072309930693,31.824646,-88.177623
"LENO_002","LENO",85,2.713,9,1.619,-1.95889905234299,-0.835,1.70301096986276,23.314,0.930560084150991,0.950213176897802,190,1131,-43,25.0126291885095,6689.83576963526,18.0877210999636,31.807702,-88.192692
"LENO_003","LENO",56,2.423,6,1.34,-1.98519524280009,-0.505,1.77798664893386,20.989,0.95038679427373,0.994341636607249,190,1130,-43,25.0126291885095,6693.53307269561,19.072309930693,31.808316,-88.188214
"LENO_004","LENO",76,2.715,11,1.998,-1.99750785989509,0.041,1.80792552011519,19.12,0.970562216878999,0.996226050568607,190,1127,-43,25.0126291885095,6698.15771229588,19.072309930693,31.822384,-88.181964
"LENO_005","LENO",69,2.626,11,2.067,-2.00011250759454,-0.632,1.58878602244401,21.611,0.939721153655201,0.994341636607249,190,1128,-43,25.0126291885095,6702.78568799065,19.072309930693,31.82786,-88.181484
"LENO_006","LENO",52,2.338,10,1.666,-2.00270507309595,-0.951,1.6055511954004,27.773,0.930560084150991,0.993398263224452,190,1129,-43,25.0126291885095,6693.53307269561,19.072309930693,31.814261,-88.187361
"LENO_007","LENO",53,2.06,4,0.642,-1.9966369707491,-0.132,1.80094601020424,18.275,0.954719518402747,0.990563525261335,190,1129,-43,25.0126291885095,6694.45773325347,18.0877210999636,31.812516,-88.202238
"LENO_008","LENO",66,2.627,5,1.278,-2.00011250759454,-0.598,1.66110992804556,20.216,0.951258679605153,0.991509203527964,190,1129,-43,25.0126291885095,6693.53307269561,19.072309930693,31.814243,-88.189901
"LENO_009","LENO",52,2.418,7,1.303,-2.00785370969118,-0.606,1.6055511954004,28.302,0.952127904707466,0.996226050568607,190,1129,-43,25.0126291885095,6694.45773325347,19.072309930693,31.811631,-88.181314
"LENO_010","LENO",64,2.089,7,0.827,-2.00785370969118,-0.458,1.63724461633231,21.905,0.963181759066936,0.997167083295687,190,1129,-43,25.0126291885095,6693.53307269561,19.072309930693,31.809125,-88.185679
"LENO_011","LENO",76,2.85,10,1.638,-2.00011250759454,-0.002,1.77798664893386,21.592,0.967309739586953,0.994341636607249,190,1128,-43,25.0126291885095,6702.78568799065,19.072309930693,31.825952,-88.183042
"LENO_012","LENO",62,1.788,3,0.792,-1.99924563088754,0.035,1.6045635166266,21.356,0.959829691805556,0.989617086801367,190,1130,-43,25.0126291885095,6691.6841531743,19.072309930693,31.80812,-88.179966
"LENO_013","LENO",75,2.438,9,1.457,-2.00184223107286,-0.957,1.59568267176275,28.492,0.93517034281154,0.994341636607249,190,1127,-43,25.0126291885095,6698.15771229588,18.0877210999636,31.818481,-88.199428
"LENO_014","LENO",70,2.727,5,1.114,-2.00184223107286,0.432,1.72100140310438,16.644,0.954719518402747,0.992454117528938,190,1127,-43,25.0126291885095,6696.30745557026,18.0877210999636,31.810657,-88.19903
"LENO_015","LENO",59,2.537,8,1.211,-1.99576474937312,-0.208,1.71600289855125,21.773,0.93517034281154,0.991509203527964,190,1127,-43,25.0126291885095,6700.00850279749,19.072309930693,31.8173,-88.19149
"LENO_016","LENO",67,2.441,9,1.72,-1.98519524280009,-0.504,1.44398301223543,21.903,0.953858333613268,0.994341636607249,190,1127,-43,25.0126291885095,6700.00850279749,19.072309930693,31.817833,-88.184532
"LENO_017","LENO",81,2.809,10,1.869,-1.92300351020932,0.06,1.57305970580348,24.518,0.955578004920914,0.991509203527964,190,1126,-43,25.0126291885095,6709.27043965692,19.072309930693,31.841773,-88.168348
"LENO_018","LENO",51,2.212,5,1.109,-1.98785528039398,-0.364,1.56325892088791,21.497,0.954719518402747,0.990563525261335,190,1129,-43,25.0126291885095,6693.53307269561,19.072309930693,31.810782,-88.184743
"LENO_019","LENO",86,2.777,NA,NA,-1.98073607088407,-0.538,1.6780528038023,24.434,0.942422078484288,0.992454117528938,190,1127,-43,25.0126291885095,6698.15771229588,18.0877210999636,31.818793,-88.194691
"LENO_020","LENO",59,2.459,NA,NA,-1.97804526878079,-0.552,1.50016554217341,24.8,0.952994459297918,0.987721945752985,190,1127,-43,25.0126291885095,6698.15771229588,18.0877210999636,31.824786,-88.192507
"LENO_021","LENO",77,2.523,11,1.455,-1.97714580895855,-0.241,1.82684536267332,18.488,0.959829691805556,0.982971081049618,190,1126,-43,25.0126291885095,6705.56407060004,20.0587983260573,31.83445,-88.170173
"LENO_022","LENO",46,1.686,7,1.785,-2.00184223107286,-0.917,1.70401008776118,25.133,0.916402759611478,0.995284233702655,190,1129,-43,25.0126291885095,6698.15771229588,18.0877210999636,31.816574,-88.203144
"LENO_023","LENO",74,2.567,NA,NA,-2.00011250759454,1.53,1.71900191602983,12.636,0.90575336664398,0.995284233702655,190,1129,-43,25.0126291885095,6694.45773325347,19.072309930693,31.80946,-88.181413
"LENO_024","LENO",64,2.251,NA,NA,-1.98341542203667,-0.289,1.48768994321017,22.592,0.953858333613268,0.988669892252847,190,1127,-43,25.0126291885095,6700.00850279749,19.072309930693,31.819974,-88.185187
"LENO_025","LENO",15,0.898,NA,NA,-1.99837741414213,-0.711,1.71500328840031,21.688,0.930560084150991,0.995284233702655,190,1127,-43,25.0126291885095,6696.30745557026,18.0877210999636,31.81612,-88.194642
